"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
49,"unemployed","married","high.school","","no","no","cellular","nov","fri",671,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
32,"technician","married","high.school","","no","no","cellular","aug","mon",98,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",108,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
38,"blue-collar","married","basic.4y","no","no","no","telephone","jul","tue",150,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
56,"self-employed","single","basic.9y","","no","no","telephone","jun","thu",64,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",222,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes"
29,"blue-collar","married","basic.9y","no","","","telephone","jun","wed",27,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
44,"admin.","single","university.degree","no","yes","no","telephone","may","mon",158,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"retired","divorced","university.degree","no","no","no","telephone","jul","fri",87,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
47,"services","married","high.school","","yes","no","telephone","jun","fri",247,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
29,"technician","single","professional.course","no","no","no","cellular","sep","mon",273,3,999,2,"failure",-1.1,94.199,-37.5,0.879,4963.6,"yes"
35,"technician","single","professional.course","no","yes","no","telephone","nov","fri",160,1,999,0,"nonexistent",-0.1,93.2,-42,4.223,5195.8,"yes"
54,"entrepreneur","married","university.degree","no","yes","no","telephone","jun","wed",39,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
23,"services","single","high.school","no","yes","yes","cellular","jul","mon",129,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"blue-collar","single","high.school","no","yes","no","cellular","jul","thu",110,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
50,"admin.","married","high.school","","yes","no","cellular","jul","mon",339,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"admin.","married","high.school","no","yes","no","cellular","nov","wed",193,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","may","thu",242,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
49,"services","married","high.school","no","no","no","telephone","jun","thu",395,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
28,"technician","married","basic.9y","no","","","cellular","jul","mon",153,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"technician","married","high.school","no","yes","no","cellular","aug","tue",385,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",67,8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"admin.","divorced","high.school","no","no","no","cellular","may","fri",11,8,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
49,"services","married","high.school","no","no","no","cellular","aug","tue",344,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
54,"technician","married","university.degree","","no","no","telephone","jun","fri",431,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
39,"blue-collar","married","basic.9y","","no","yes","cellular","jul","mon",51,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"admin.","divorced","university.degree","no","no","no","cellular","may","mon",200,1,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
33,"blue-collar","single","basic.6y","no","yes","no","cellular","may","tue",22,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
34,"technician","divorced","professional.course","no","no","no","cellular","jul","tue",323,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
30,"services","married","high.school","no","no","no","telephone","jun","mon",88,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"admin.","single","high.school","no","no","yes","cellular","jun","mon",74,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
51,"self-employed","married","university.degree","no","yes","yes","cellular","nov","thu",310,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
37,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",220,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"admin.","single","high.school","no","no","no","cellular","aug","wed",127,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"admin.","divorced","university.degree","no","no","no","cellular","apr","mon",360,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"yes"
54,"retired","married","basic.4y","no","yes","yes","telephone","jul","tue",533,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
58,"retired","divorced","university.degree","no","yes","no","cellular","apr","wed",48,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
29,"services","married","high.school","","no","no","cellular","jul","wed",111,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
28,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",219,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
63,"housemaid","married","basic.9y","no","yes","no","cellular","apr","fri",164,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no"
46,"housemaid","married","basic.4y","no","no","no","telephone","may","tue",788,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"admin.","single","high.school","no","yes","no","telephone","jul","tue",249,21,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
39,"blue-collar","single","basic.4y","","no","no","cellular","jul","fri",541,7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
28,"student","single","university.degree","no","","","cellular","may","fri",226,3,3,2,"success",-1.8,93.876,-40,0.695,5008.7,"yes"
36,"blue-collar","married","basic.6y","no","yes","no","telephone","may","thu",11,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"services","married","high.school","no","no","no","telephone","may","tue",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","tue",1135,2,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"yes"
43,"admin.","married","","no","yes","no","telephone","jul","thu",121,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
43,"admin.","single","high.school","no","yes","no","cellular","aug","fri",231,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,"yes"
88,"retired","divorced","basic.4y","no","no","no","cellular","mar","wed",266,2,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"yes"
45,"blue-collar","married","basic.9y","","no","no","telephone","may","fri",275,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
57,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",208,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
24,"management","single","university.degree","no","yes","no","cellular","apr","thu",91,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
41,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",163,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"student","single","university.degree","no","yes","no","cellular","apr","mon",712,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
57,"entrepreneur","married","high.school","","yes","no","telephone","may","fri",255,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
46,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",1044,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
49,"admin.","married","university.degree","no","no","no","cellular","aug","wed",64,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"services","married","high.school","no","yes","no","telephone","may","mon",92,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
51,"admin.","married","university.degree","no","no","no","cellular","nov","tue",104,2,1,1,"success",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","married","basic.9y","no","no","no","telephone","may","tue",259,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"management","married","","no","no","yes","cellular","jul","mon",86,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
57,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",89,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
59,"housemaid","married","","no","no","no","telephone","may","mon",175,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
33,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","tue",102,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
33,"services","married","high.school","no","no","no","cellular","jul","tue",272,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"blue-collar","married","basic.4y","","no","no","telephone","jun","fri",189,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
58,"admin.","single","","","no","no","telephone","jul","mon",228,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"housemaid","married","basic.4y","","yes","no","cellular","aug","thu",92,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"management","married","university.degree","no","yes","no","telephone","may","wed",319,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
24,"services","married","high.school","no","no","no","cellular","may","thu",166,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
45,"self-employed","married","university.degree","no","no","yes","cellular","aug","thu",157,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"no"
29,"housemaid","single","high.school","no","yes","no","telephone","may","wed",178,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
44,"technician","single","high.school","no","no","no","telephone","may","thu",216,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
45,"technician","divorced","university.degree","no","yes","no","cellular","nov","thu",104,4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
51,"blue-collar","married","basic.9y","","no","no","telephone","jun","fri",60,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
29,"admin.","single","university.degree","no","yes","yes","cellular","may","wed",74,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
45,"entrepreneur","married","high.school","no","no","no","telephone","jun","tue",1516,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
46,"self-employed","married","basic.9y","","no","no","cellular","nov","mon",48,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","divorced","university.degree","no","yes","yes","cellular","may","mon",156,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
38,"blue-collar","married","basic.9y","no","no","yes","telephone","may","mon",159,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
36,"admin.","married","high.school","no","yes","no","telephone","jun","wed",159,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
32,"admin.","single","high.school","no","no","no","cellular","nov","thu",470,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
31,"technician","divorced","high.school","no","yes","no","cellular","aug","fri",291,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"admin.","married","university.degree","no","no","no","cellular","nov","fri",221,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
85,"housemaid","married","basic.4y","","no","no","cellular","apr","tue",175,6,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes"
28,"admin.","married","high.school","no","no","no","telephone","jun","tue",98,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
36,"admin.","divorced","high.school","no","no","no","cellular","apr","tue",197,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
56,"retired","married","university.degree","no","no","no","cellular","aug","tue",331,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"management","married","university.degree","no","no","no","cellular","nov","tue",107,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
44,"technician","married","professional.course","","yes","no","cellular","jul","tue",663,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
41,"technician","single","high.school","no","yes","no","cellular","may","mon",263,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
47,"admin.","married","high.school","no","yes","no","telephone","may","fri",352,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
52,"self-employed","married","university.degree","no","yes","no","cellular","jun","mon",322,1,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"yes"
29,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","thu",125,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
33,"technician","married","high.school","no","no","no","cellular","aug","thu",152,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",98,1,999,2,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
56,"management","married","basic.6y","","no","no","cellular","jul","mon",175,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"blue-collar","married","basic.9y","","yes","no","cellular","jul","thu",180,19,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
52,"management","married","basic.6y","no","yes","no","cellular","nov","tue",97,3,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
33,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",66,6,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
34,"admin.","married","high.school","no","no","no","telephone","jun","mon",540,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"housemaid","divorced","basic.6y","no","no","no","telephone","may","fri",243,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"admin.","single","high.school","no","no","no","cellular","aug","fri",72,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
40,"management","married","basic.6y","no","no","no","cellular","nov","mon",56,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
29,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",187,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"technician","single","professional.course","no","yes","no","telephone","jun","mon",182,4,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
45,"technician","divorced","professional.course","no","no","no","cellular","aug","thu",110,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"admin.","single","university.degree","no","no","no","cellular","may","fri",56,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
49,"self-employed","married","basic.9y","","yes","no","cellular","jul","thu",82,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
42,"blue-collar","married","basic.9y","","yes","no","telephone","may","fri",143,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
73,"retired","married","basic.4y","no","yes","no","telephone","oct","wed",185,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
59,"technician","married","professional.course","no","no","no","cellular","jun","thu",1207,4,999,1,"failure",-1.7,94.055,-39.8,0.742,4991.6,"yes"
27,"blue-collar","married","basic.9y","","no","yes","telephone","may","fri",127,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"admin.","single","university.degree","no","yes","no","telephone","may","thu",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
42,"technician","married","high.school","","no","no","cellular","jul","wed",252,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
54,"housemaid","divorced","basic.4y","","yes","no","telephone","may","fri",141,9,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
27,"admin.","married","high.school","no","no","yes","cellular","nov","mon",62,7,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
50,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",1130,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
59,"admin.","married","university.degree","no","no","no","telephone","may","mon",477,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"blue-collar","married","professional.course","","yes","no","telephone","may","fri",530,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"blue-collar","single","basic.9y","no","yes","no","telephone","jul","thu",17,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
33,"technician","single","university.degree","no","yes","yes","cellular","aug","tue",131,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",23,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"blue-collar","married","high.school","no","yes","no","telephone","jun","fri",178,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
39,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","tue",233,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
46,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",152,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
29,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",334,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",197,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
